,Job Title,Company Name,Location,Salary Estimate,Rating,Description
533,Senior Data Scientist (AdTech),Nexxen,Remote,$160K - $210K (Employer est.),3.7,"Communicate technical concepts and findings to both technical/non-technical team members. Education in Computer Science / Engineering or a related technical…&hellip;
Skills: Computer science, Node.js, Spark, SQL, Statistical analysis"
534,SENIOR DATA SCIENTIST,County of Los Angeles,"Los Angeles, CA",$10K - $13K (Employer est.),3.5,"Incumbents utilize advanced expertise in data science, including standard software tools and programming languages, advanced statistical design and modeling,…&hellip;
Skills: Machine learning, Natural language processing, Data science"
535,Data Scientist III,Press Ganey,"Chicago, IL",$70K - $85K (Employer est.),3.3,"Support ad-hoc analytic advisory support to internal clients ( e.g. sales, account management, advisory services, product management, and consulting), including…&hellip;
Skills: Power BI, Microsoft Excel, Data mining, Visual Basic, SAS"
536,Data Scientist-Pharmacy,Rhode Island Hospital,"Providence, RI",$94K (Employer est.),3.4,"Prior work experience must have included development of programming code used in at least two projects utilized in a production business environment completion…&hellip;
Skills: Computer science, Power BI, Microsoft Excel, Microsoft Access, Data mining"
537,Lead Data Scientist - Finance Technology,JPMorganChase,"Jersey City, NJ",$143K - $210K (Employer est.),4.0,"Those in eligible roles may receive commission-based pay and/or discretionary incentive compensation, paid in the form of cash and/or forfeitable equity,…&hellip;
Skills: Computer science, Data mining, Management, Big data, SQL"
538,Senior Data Scientist,Trane Technologies,"Davidson, NC",$95K - $145K (Employer est.),4.1,"Identify and develop new data science projects and opportunities within the manufacturing industry. Generate ETL pipelines, preprocess datasets, and develop…&hellip;
Skills: Statistics, Azure, React, Software deployment, NoSQL"
539,Data Scientist- Maps,Apple,"Cupertino, CA",$136K - $249K (Employer est.),4.1,"You'll develop analysis around product metrics data, and ensure the data meets high quality standards. Our work spans the entire data ecosystem: metrics design,…&hellip;
Skills: Kubernetes, Big data, Spark, Data analysis skills, Git"
540,Data Scientist,Rocket Mortgage,"Detroit, MI",$73K - $124K (Glassdoor est.),3.5,"Master’s degree in mathematics, statistics, computer science or a related field or equivalent experience. As a Data Scientist, you'll leverage your expertise in…&hellip;
Skills: Computer science, Azure, Data mining, Data analysis skills, Google Cloud Platform"
541,Data Scientist,WerQ AI,United States,$130K - $160K (Employer est.),-1,"You will work closely with cross-functional teams to develop innovative solutions and enhance our data-driven initiatives.&hellip;
Skills: TensorFlow, Data modeling, Management, Big data, Spark"
542,Data Scientist,IStream Solutions,"Ashburn, VA",$120K - $130K (Employer est.),3.9,"Bachelor’s degree in Computer Science, Statistics, Mathematics, or a related field; advanced degree preferred.&hellip;
Skills: TensorFlow, Azure, Software deployment, R, AWS"
543,Data Scientist,Bunge,"Chesterfield, MO",$74K - $112K (Glassdoor est.),4.1,"Master’s degree in computer science, statistics, economics, agribusiness, mathematics, finance, or related field required. Data Analysis and Insight Generation.&hellip;
Skills: Computer science, Machine learning"
544,Data Scientist,Insurance Institute for Business & Home Safety (IBHS),"Richburg, SC",-1,3.6,"Bachelor’s or master’s degree in computer science, data science, or a related field. Familiarity with version control (e.g., Git or BitBucket) and project…&hellip;
Skills: Power BI, Data modeling, Big data, Software deployment, Git"
545,Data Scientist,Lucid Intel,"Atlanta, GA",$90K - $140K (Employer est.),-1,"Strong data visualization and storytelling skills, with the ability to communicate insights to both technical and non-technical stakeholders.&hellip;
Skills: Microsoft Powerpoint, TensorFlow, SQL, Machine learning, Data science"
546,Data Scientist (Facial Recognition),Divergent Talent,"New York, NY",$65.00 - $80.00 Per Hour (Employer est.),-1,"Perform vectorization and matching for facial recognition systems. Proficiency in vectorization, matching, and image-processing techniques.&hellip;
Skills: NEC, Analysis skills, Financial services, AI, Leadership"
547,Data Scientist,"Interclypse, Inc.","Huntsville, AL",$80K - $115K (Glassdoor est.),4.7,"Bachelor's degree in Engineering, Computer Science, or another related analytical, scientific, or technical discipline. Jury Duty Leave 16 hours.&hellip;
Skills: Lucene, Management, Node.js, Spark, Apache Hive"
548,Data Scientist II,Parkview Health,"Fort Wayne, IN",-1,3.8,"Is able to independently own and solve a well-defined business problem where the solution has not yet been outlined or approach is unclear; is able to provide…&hellip;
Skills: Data modeling, Data mining, Big data, Spark, Data analysis skills"
549,"Data Scientist, SAMBA",Audible,"Newark, NJ",$117K - $185K (Glassdoor est.),3.4,"3+ yrs relevant experience, and MS in one of the following disciplines: Computer Science, Statistics, Data Science, Economics, Applied Math, Operational…&hellip;
Skills: Kubernetes, Big data, Spark, R, Research"
550,Data Scientist,Sajix Software Solution Private Limited,"Pleasanton, CA",$109K - $158K (Glassdoor est.),3.3,"Participate in exploratory data analysis and feature engineering. Participants gain real-world experience through live projects, personalized mentorship, and…&hellip;
Skills: Statistics, R, Machine learning, Data science, AI"
551,Data Scientist-Parts Analytics,Komatsu,"Chicago, IL",$94K - $132K (Glassdoor est.),4.2,"Education: Bachelor’s in Data Science or related field. Communication Skills: Exceptional verbal and written skills; ability to present insights to non-…&hellip;
Skills: Power BI, Microsoft Excel, SQL, Analysis skills, Communication skills"
552,"Data Scientist, Product Analytics",Handshake,"San Francisco, CA",$150K - $200K (Employer est.),3.1,"Contribute to experiment design, implementation, and analysis to guide feature development. Ability to conduct analysis across user cohorts, funnels, and time-…&hellip;
Skills: Data modeling, R, SQL, Analysis skills, Product development"
553,Data Scientist,Camping World,"Lincolnshire, IL",$90K - $131K (Employer est.),3.3,"Bachelor’s degree in computer science, information systems or a closely related field. Working with stakeholders including data, design, product and executive…&hellip;
Skills: Statistics, Power BI, Calculus, Big data, Spark"
554,Data Scientist,Exactech,"Gainesville, FL",$78K - $123K (Glassdoor est.),1.0,"Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field from an accredited institution.&hellip;
Skills: TensorFlow, Git, Google Cloud Platform, AWS, Machine learning"
555,Data Scientist,Citadel Securities,"Miami, FL",$102K - $164K (Glassdoor est.),3.9,"Education: Bachelor’s degree in a STEM field. Familiarity with big data tools like Spark and Kafka. Understanding of ETL processes and data pipeline design.&hellip;
Skills: TensorFlow, Big data, Spark, R, Google Cloud Platform"
556,"Data Scientist, Senior",All Native Group,"Washington, DC",-1,3.3,"Bachelor's degree in a technology discipline or related field or equivalent work experience directly within functional area. None required for this position.&hellip;
Skills: Statistics, Power BI, Data mining, Business intelligence, Customer service"
557,Sr. Data Scientist,Idea Financial,"Miami, FL",$96K - $155K (Glassdoor est.),4.3,"Use and master multiple data science tools. Be able to explain complex technical issues to non-technical staff and clients. Proficient in R, Python, and SQL.&hellip;
Skills: Data mining, Salesforce, R, Data analysis skills, Microsoft Office"
558,Data Scientist,Erie Home,"Toledo, OH",$100K - $120K (Employer est.),3.7,"As a strategic partner, you'll apply advanced analytics to solve critical business problems, working with decision-makers to inform strategies and quantify…&hellip;
Skills: Power BI, Data mining, Software deployment, R, SQL"
559,Data Scientist,GEICO,"Chevy Chase, MD",-1,2.6,"Bachelor’s degree in quantitative discipline, such as statistics, data science, computer science, mathematics, engineering, physics, etc.&hellip;
Skills: Statistics, Big data, Spark, R, Apache Hive"
560,Junior Data Scientist,"Vectrona, LLC","Washington, DC",$74K - $85K (Employer est.),5.0,"Conduct quantitative analysis using statistical programming tools to validate Common Output Levels of Service cost models and performance indicators.&hellip;
Skills: Business intelligence, Military, Data structures, R, Data analysis skills"
561,NLP Data Scientist,SteerBridge,"Vienna, VA",$137K (Employer est.),4.9,"Ability to communicate complex data science concepts to technical and non-technical audiences. In this role, you will develop and fine-tune natural language…&hellip;
Skills: Computer science, Google Cloud Platform, SQL, AWS, Machine learning"
562,Data Scientist,"Smule,Inc.","Salt Lake City, UT",-1,3.3,"Bachelor’s degree in statistics, mathematics, computer science, or related field (Master’s or PhD preferred). This role is ideal for someone who thrives at the…&hellip;
Skills: Elasticsearch, Software deployment, SPARQL, Tableau, SQL"
563,Data Scientist,Nixon Web Technology,"Nova Olinda, Ceará",$100K - $120K (Employer est.),-1,"Bachelor’s degree in Computer Science, Engineering, Data Science, or a related quantitative field; a master’s degree is highly preferred.&hellip;
Skills: Statistics, Power BI, Data mining, Spark, R"
564,Data Scientist,Skai,"New York, NY",$130K - $145K (Employer est.),-1,"Ideally in a relevant field to analytics (finance, business, engineering, information systems, math, science, etc).&hellip;
Skills: Statistics, Data analysis skills, SQL, Analysis skills, Natural language processing"
565,Data Scientist,Kemper,"Alpharetta, GA",$90K - $150K (Employer est.),3.6,"Graduate degree in Mathematics, Statistics, Engineering, or other STEM field with 2-4 years of experience working in a data science/analytics environment.&hellip;
Skills: AWS, Machine learning, Natural language processing, Data science, Clustering"
566,Data Scientist,Takeda Pharmaceutical,"Boston, MA",$127K - $186K (Employer est.),3.9,"POSITION DESCRIPTION: Takeda Development Center Americas, Inc. is seeking a Data Scientist with the following duties: Collaborate with cross-functional…&hellip;
Skills: Power BI, Cloud infrastructure, Research, Tableau, SQL"
567,Senior Data Scientist - Supply Chain,Kimberly-Clark,"Irving, TX",$106K - $131K (Employer est.),4.0,"Bachelor’s degree or higher in Supply Chain, Computer Science, Engineering, Data Science or related technical field. In this role, you will:&hellip;
Skills: Benefits administration, Power BI, Data modeling, Microsoft Excel, Data mining"
568,Data Scientist,The Marlin Alliance,"San Diego, CA",$150K - $180K (Employer est.),4.9,"Using your comprehensive knowledge of various technologies, you will design, develop, and implement solutions to support Navy mission owners in their digital…&hellip;
Skills: Statistics, Operations research, Data mining, R, NoSQL"
569,"Data Scientist, Analytics",Discord,"San Francisco, CA",$154K - $209K (Glassdoor est.),3.7,"What you'll be doing Partner with teams throughout Discord through the full lifecycle of data science analytics from ideation and exploratory analysis, to…&hellip;
Skills: Social media management, Tableau, SQL, Analysis skills, A/B testing"
570,Data Scientist Quality Engineer,Monosol Llc,"Portage, IN",$76K - $116K (Glassdoor est.),3.4,"The Data Scientist Quality Engineer requires knowledge of tools and methods, including statistics, artificial intelligence, and machine learning and must be…&hellip;
Skills: Statistics, Machine learning, Data science, Manufacturing, AI"
571,Data Scientist II - Texas,GEICO,"Richardson, TX",$135K - $165K (Glassdoor est.),2.6,"Must have a Ph.D. in Data Science, Comp Sci, Stats, Math, or rel quantitative field and 2 yrs exp in a Data Science rel field or a Master’s degree in Data…&hellip;
Skills: TensorFlow, Kubernetes, SQL, AWS, Machine learning"
572,Data Scientist,Upgrade,"San Francisco, CA",$100K - $115K (Employer est.),4.0,"Ability to write documentation and present analysis to people with different levels of expertise (e.g., technical staff, business leads, etc.).&hellip;
Skills: Power BI, Azure, Big data, Spark, Google Cloud Platform"
573,Senior Risk Data Scientist,Technosylva,Remote,-1,3.1,"5+ years of experience in data science, machine learning, or a related field. Strong communication skills to convey complex technical concepts to non-technical…&hellip;
Skills: Big data, Software deployment, Spark, AWS, Analysis skills"
574,Data Scientist,Doosan Bobcat NA US,"West Fargo, ND",-1,4.1,"Education Required: Bachelor’s Degree in a quantitative discipline, such as Data Science, Mathematics, Computer Science, Engineering, or a related field with…&hellip;
Skills: Azure, AWS, Machine learning, AI, Python"
575,Data Scientist 3,Shield Consulting Solutions,"Annapolis Junction, MD",$165K - $175K (Employer est.),5.0,"Relevant experience must be in designing/implementing machine learning, data science, advanced analytical algorithms, programming (skill in at least one high-…&hellip;
Skills: Computer science, Data mining, CSS, Analysis skills, C"
576,"Data Scientist, Robotic Storage Analytics & Data Science",Amazon,"North Reading, MA",$128K - $164K (Glassdoor est.),3.6,"Master's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science,…&hellip;
Skills: Statistics, MATLAB, Business intelligence, SAS, Military"
577,MFG Innovation Sr Data Scientist,New Balance,"Brighton, MA",-1,3.9,"Lead cross-functional teams in defining criteria required to build profiles that influence the design, prototyping, and manufacturing of new components.&hellip;
Skills: CI/CD, Azure, Internet of things, Kubernetes, Git"
578,Data Scientist,Infosys,"Alpharetta, GA",$94K - $165K (Employer est.),3.6,"Ideal candidate is expected to have prior experience in end-to-end implementation of Gen AI and Agentic AI based solution, fine tuning large language models,…&hellip;
Skills: TensorFlow, CI/CD, Statistics, Azure, Computer vision"
579,Data Scientist,Blue Sky Innovative Solutions,"Washington, DC",$96K - $143K (Glassdoor est.),4.4,"Bachelor's degree in Data Science, Statistics, Computer Science, or related technical field. Blue Sky Innovative Solutions (Blue Sky) assists its federal, state…&hellip;
Skills: Computer science, Relational databases, Data analysis skills, Database design, Analysis skills"
580,Azure Senior Data Scientist,MCA Connect,Remote,$105K - $165K (Employer est.),4.6,"Ability to translate business needs into technical requirements through active partnerships, collaborating with partners, data scientists and data architects.&hellip;
Skills: Power BI, Big data, Spark, R, NoSQL"
581,"Data Scientist, Customer Analytics (Remote)",Experian,United States,-1,3.8,"Experience fraud detection, data analysis, or a related field. Perform technical analysis for existing clients and present results to optimize performance and…&hellip;
Skills: Computer science, Management, Data analysis skills, SQL, Presentation skills"
582,Data Scientist,Mi-Case,Remote,$110K - $130K (Employer est.),5.0,"In this role, you will leverage advanced tools like AWS tools such as Bedrock, SageMaker, QuickSight, and similar tools to build scalable AI/ML models and…&hellip;
Skills: TensorFlow, Spark, AWS, Analysis skills, Machine learning"
583,Data Scientist,Symple Lending,"Tampa, FL",-1,4.4,"Bachelor's degree in Computer Science, Data Science, Statistics, or a related field. Experience in deploying production-grade machine learning solutions through…&hellip;
Skills: Cloud infrastructure, Azure, Relational databases, Data analysis skills, Databases"
584,Data Scientist - HSR,"Regenstrief Institute, INC","Indianapolis, IN",$95K - $142K (Glassdoor est.),3.9,"Uses creative thinking to design and develop research tools, protocols, and questionnaires at the request of the investigator.&hellip;
Skills: Microsoft Powerpoint, Microsoft Excel, Data mining, SAS, Writing skills"
585,Data Scientist,IPG Health,"New York, NY",$68K - $90K (Employer est.),3.6,"The agency is comprised of a diverse team of solution architects—social scientists, experience engineers, medical experts, business strategists and creative…&hellip;
Skills: Statistics, Relational databases, R, Databases, SQL"
586,Sr. Data Scientist (Hybrid),Northern Base Technologies LLP,"Jersey City, NJ",$130K - $140K (Employer est.),-1,"Experience applying generative AI to business problems and designing or working with LLM-powered agents*. Strong experience with machine learning techniques and…&hellip;
Skills: R, SQL, Database design, Machine learning, Data science"
587,Data Scientist,NAVEX Global,"Charlotte, NC",$150K (Employer est.),3.7,"Master’s degree in Data Science, Applied Economics, Statistics, or STEM field with sufficient overlap in explanatory analysis, predictive modelling, data…&hellip;
Skills: TensorFlow, Statistics, D3.js, Spark, SQL"
588,Research Data Scientist,Schneider Electric,"Andover, MA",-1,4.3,"Lead Data Scientist in Data and AI projects following state-of-the-art approaches for project execution from adapting existing solutions to new use cases,…&hellip;
Skills: TensorFlow, MATLAB, Azure, Data mining, Visual Studio"
589,Data Scientist,Railbookers Group,Remote,-1,3.7,"Build clear visualizations and communicate findings to technical and non-technical stakeholders. Bachelor's or Master's degree in Data Science, Computer Science…&hellip;
Skills: TensorFlow, Azure, SQL, Machine learning, Continuous improvement"
590,Data Scientist,Amazon,"San Francisco, CA",$98K - $185K (Employer est.),3.6,"1+ years of experience as a data scientist, data analyst, or a related field. Strong communication skills across technical and non-technical stakeholders.&hellip;
Skills: R, SQL, Machine learning, Fraud prevention and detection, A/B testing"
591,Senior Data Scientist,Strava,"San Francisco, CA",$209K - $222K (Employer est.),3.7,"Communicating complex data concepts effectively to both technical and non-technical stakeholders. You will develop and deploy cutting-edge machine learning…&hellip;
Skills: Software deployment, Data analysis skills, AWS, Machine learning, Data science"
592,Data Scientist,Moody's,"New York, NY",$112K - $156K (Employer est.),3.9,"Must have experience in querying structured data for analytical purposes; performing data analysis using analytical programming languages including Python, R,…&hellip;
Skills: R, Data analysis skills, Tableau, SQL, Python"
593,Data Scientist,Concentrix,"Cincinnati, OH",$101K - $114K (Employer est.),3.9,"The position requires a Master’s degree in Computer Science, Data Science, Mathematics, or any technical/analytical field that is closely related to the…&hellip;
Skills: Data mining, Spark, Database management, Machine learning, Python"
594,Data Scientist (AWS Experience Required),Spatial Front,"Rockville, MD",$100K - $170K (Employer est.),3.5,"A Bachelor’s or Master’s degree in Computer Science, Data Science, Engineering, Mathematics, or a related technical field. This is a full-time W2 position.&hellip;
Skills: Elasticsearch, Power BI, SAFe, Software deployment, Tableau"
595,Risk Data Scientist,Regions,"Birmingham, AL",$113K - $159K (Employer est.),3.5,"Or Ph.D. and two (2) years of related experience in a quantitative/analytical/STEM field. Two (2) years of working programming experience analyzing large,…&hellip;
Skills: TensorFlow, MATLAB, Data mining, Business intelligence, SAS"
596,Data Scientist,Imagine Pediatrics,Remote,$135K - $170K (Employer est.),3.4,"Develop ML models incorporating clinical, claims, and social determinants of health (SDoH) data to drive actionable recommendations.&hellip;
Skills: Tableau, SQL, AWS, Organizational skills, AI"
597,Senior Data Scientist - Guide,Included Health,Remote,$161K - $296K (Employer est.),3.2,"Influence cross-functional teams and roadmaps through technical expertise and value assessment. Champion best practices in data science and drive the adoption…&hellip;
Skills: Data structures, Microservices, Analysis skills, Machine learning, APIs"
598,Data Scientist | Merch Algorithms | Pricing Optimization,Stitch Fix,Remote,$154K - $226K (Employer est.),3.1,"This role will combine technical expertise in data science and pricing optimization with strong decision-making capabilities to drive data-informed strategic…&hellip;
Skills: Pricing, SQL, C, Data science, Data visualization"
599,Senior Data Scientist,Credit Karma,"Oakland, CA",$296K (Employer est.),4.0,"Responsible for accelerating revenue and engagement advancement through disruptive and continuous improvements in various data science models (targeting,…&hellip;
Skills: R, SQL, Machine learning, Data science, AI"
600,Data Scientist,BambooHR,"Draper, UT",$84K - $123K (Glassdoor est.),3.8,"Research emerging techniques by understanding academic papers and new technical tools, and by conducting labs, prototypes, and explorations.&hellip;
Skills: Spark, Git, SQL, Math, Machine learning"
601,Data Scientist,Elexity,"Portland, OR",$104K - $141K (Glassdoor est.),-1,"Master’s or PHD in Data Science, Statistics, Mathematics, Computer Science or another quantitative field. You will work with key stakeholders throughout the…&hellip;
Skills: Computer science, Data mining, OOP, Analysis skills, Presentation skills"
602,Data Scientist II,StubHub,"Los Angeles, CA",$175K - $230K (Employer est.),2.5,"Build state-of-the-art machine learning models for which you own from design all the way through to production, and communicate your results to broad technical…&hellip;
Skills: R, SQL, AWS, Machine learning, Organizational skills"
603,Senior Data Scientist - Remote Nationwide,Optum,"Eden Prairie, MN",$90K - $177K (Employer est.),3.5,"Provides team support with interpretation, analysis and technical guidance for implementation of HEDIS/Star Specifications. High School Diploma/GED (or higher).&hellip;
Skills: Statistics, Data modeling, Management, Business intelligence, Content management systems"
604,Data Scientist,The Home Depot,"Atlanta, GA",$100K - $137K (Glassdoor est.),3.8,"15% Technical Exploration & Development – Seek further knowledge on key developments within data science, technical skill sets, and additional data sources;…&hellip;
Skills: Microsoft Powerpoint, Statistics, Microsoft Excel, Data mining, Business intelligence"
605,"(USA) Senior, Data Scientist",Walmart,"Bentonville, AR",$90K - $234K (Employer est.),3.4,"Option 1- Bachelor’s degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field and 3 years' experience…&hellip;
Skills: Web accessibility, TensorFlow, Power BI, Spark, R"
606,Data Scientist - Predictive Analytics,The Lisinski Law Firm,"Dublin, OH",-1,4.4,"Bachelor's or Master's degree in Data Science, Statistics, Computer Science, or a related field. The ideal candidate will have a strong background in data…&hellip;
Skills: Computer science, Power BI, Azure, R, Data analysis skills"
607,Data Scientist,"NinjaOne, LLC","Austin, TX",$120K - $160K (Employer est.),4.2,"Data Analysis Modeling: Design, develop, and implement machine learning models to solve complex business problems. What You’ll be Doing.&hellip;
Skills: Statistics, Computer science, Power BI, Azure, Data structures"
608,Services Data Scientist,KLA,"Ann Arbor, MI",$89K - $151K (Employer est.),4.1,"Ideal candidate should have a degree in a quantitative field such as mathematics, computer science, physics, economics, engineering, or statistics, operations…&hellip;
Skills: CRM software, Power BI, Management, SAP CRM, Relational databases"
609,Data Scientist,"Lafayette 148, Inc","Brooklyn, NY",$100K - $150K (Employer est.),4.0,"By collaborating with cross-functional teams and building intuitive visualization tools, the Data Scientist will play a key role in driving strategic decisions…&hellip;
Skills: Power BI, Microsoft Excel, Data mining, R, E-commerce"
610,Data Scientist II (contract),BNY Mellon,"Jersey City, NJ",$57.60 Per Hour (Employer est.),3.5,"Bachelor's degree in Computer Science, Information Technology, or related field preferred. Identify opportunities for process improvement through data analysis.&hellip;
Skills: Oracle, Data analysis skills, Process improvement, Databases, SQL"
611,Network Data Analyst,Ciena,Remote,$91K - $145K (Employer est.),4.2,"Bachelor of Science degree in in Statistics, Mathematics, Computer Science or similar technical field of study or experience in related field in lieu of a…&hellip;
Skills: TensorFlow, Computer science, Sales, Tableau, Databases"
612,Data Scientist,National Center for Missing & Exploited Children,Remote,-1,3.3,"The DS utilizes a range of technical tools to automate data processes, support complex analysis, and develops new methods of leveraginglarge-scale data.&hellip;
Skills: TensorFlow, Azure, Computer vision, Data structures, Java"
613,"Staff Data Scientist, Life Sciences AI",Intelligent Medical Objects,"Chicago, IL",$180K - $200K (Employer est.),3.6,"In this role, you will design, develop, and optimize machine learning models for real-world life sciences and healthcare applications.&hellip;
Skills: TensorFlow, CI/CD, Computer science, Data mining, Calculus"
614,Sr. Data Scientist,Subway,"Miami, FL",$91K - $144K (Glassdoor est.),3.4,"Demonstrated ability to communicate complex analytical concepts and results at multiple levels to technical and non-technical audiences.&hellip;
Skills: Azure, DevOps, Spark, Marketing mix modeling, SQL"
615,Data Scientist Analytics & Reporting - Payments - Senior Associate,JPMorganChase,"Plano, TX",$85K - $114K (Glassdoor est.),4.0,"Implement processes and develop tools to enhance/automate data access, extraction, and analysis efficiency. Work with leaders to develop and maintain executive…&hellip;
Skills: Microsoft Powerpoint, Statistical software, Computer science, Microsoft Excel, R"
616,Data Scientist,Elder Research,"Chantilly, VA",$99K - $134K (Glassdoor est.),4.5,"Advanced Degree in technical field (M.S, or PhD) and 3-6 years of related work experience, OR B.S. in technical field with 4-7 years of work experience (…&hellip;
Skills: TensorFlow, Oracle, Data mining, Cassandra, Relational databases"
617,Data Scientist,Smart IMS,"Austin, TX",$99K - $146K (Glassdoor est.),4.3,"Data engineer needed for Fraud Analytics roadmap implementation, including standing up new data engineering practices and supporting data analysts and data…&hellip;
Skills: AI"
618,Data Scientist,Yale University,"New Haven, CT",$88K - $138K (Glassdoor est.),4.1,"Master’s degree in a relevant social science field or discipline, such as survey research, risk perception, communication (climate change, science, environment,…&hellip;
Skills: TensorFlow, R, Research, Machine learning, Mentoring"
619,Senior Data Scientist,Unum,"Chattanooga, TN",$89K - $184K (Employer est.),3.7,"Requires 3 years of experience with the following: Using both Python and R to design and execute analytical solutions, including optimization, simulation,…&hellip;
Skills: Microsoft Powerpoint, Microsoft Word, CI/CD, DB2, DevOps"
620,Senior Data Scientist,Blue Cross Blue Shield of Massachusetts,"Boston, MA",$152K - $190K (Employer est.),3.3,"Lead the research, design, and implementation of data science solutions to support current/future business needs. Ready to help us transform healthcare?&hellip;
Skills: Statistical software, Pricing, Management, SAS, R"
621,Data Scientist,Hill's Pet Nutrition,"Overland Park, KS",$110K - $145K (Employer est.),3.8,"They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/…&hellip;
Skills: Power BI, Data mining, Facebook Advertising, Big data, Spark"
622,Data Scientist I,"Reliance, Inc.","Cypress, CA",$95K - $123K (Employer est.),3.7,"Participate in peer code reviews Technical Design-Able to identify, analyze, specify, design, and translate functional design to technical design.&hellip;
Skills: Computer science, Data mining, SAS, Big data, Writing skills"
623,Senior Data Scientist,Aurora Innovation,"Pittsburgh, PA",$146K - $234K (Employer est.),3.6,"Strong interpersonal and communication skills including the ability to communicate technical data-driven analysis to both technical and non-technical audiences…&hellip;
Skills: Data mining, Relational databases, Big data, Data analysis skills, Research"
624,Sr. Data Scientist,omega solutions inc,"Santa Ana, CA",$80K - $125K (Glassdoor est.),3.1,"Programming: SQL, Python, Spark, Hive Libraries: Scikit-Learn, Numpy Analytics: Regression, Classification, Clustering, (Decision Trees, SVM, Linear Regression,…&hellip;
Skills: Microsoft Excel, Spark, Apache Hive, Tableau, SQL"
625,Data Scientist - ML Model Operations (Remote),Hilton Grand Vacations,"Orlando, FL",-1,3.5,"Proven ability to communicate technical business requirements to non-technical end users. Advanced knowledge of statistics and tools for data analysis (e.g.,…&hellip;
Skills: TensorFlow, CI/CD, Statistics, Performance tuning, Power BI"
626,Senior Data Scientist - ML,CVS Health,"Woonsocket, RI",$102K - $222K (Employer est.),3.2,"Gather business requirements from multiple stakeholders and lead the analysis of extensive data to develop strategies and tactics for solving complex problems…&hellip;
Skills: Computer science, Data modeling, SQL, Math, Machine learning"
627,Data Scientist 2,"Prime Time Consulting, L.L.C","Aurora, CO",$115K - $145K (Employer est.),-1,"Bachelor’s Degree must be in Mathematics, Applied Mathematics Statistics, Applied Statistics, Machine learning, Data Science, Operations Research, or Computer…&hellip;
Skills: Computer science, Data mining, CSS, Data structures, Statistical analysis"
628,Quantitative & Data Scientist II,Umpqua Bank,"Portland, OR",$89K - $165K (Employer est.),2.6,"In this role, you will engage in development, execution, and implementation of statistical, mathematical, economic, and financial models for business decision…&hellip;
Skills: MATLAB, Microsoft Excel, Azure, Data mining, Management"
629,"Data Scientist, Computational Biology",NewLimit,"South San Francisco, CA",$150K - $200K (Employer est.),-1,"PhD degree in Bioinformatics, Biostatistics, Computational Biology, Computer Science or related technical field or equivalent. 401(k) with company match.&hellip;
Skills: Management, Transfection, Machine learning, Data science, Python"
630,Senior Data Analyst,Cox Automotive,"Burlington, VT",$87K - $131K (Employer est.),3.9,"Senior Data Analyst will use a variety of data platforms, data sources, and BI tools to develop and communicate meaningful business insights to various internal…&hellip;
Skills: Data modeling, Microsoft Excel, Management, Business intelligence, Databases"
631,Senior Data Scientist,client in excellent opportunity,"New York, NY",$120K - $149K (Employer est.),-1,"Ability to work with messy datasets and develop efficient feature engineering solutions. Data Integration & Feature Engineering:* Collaborate with data…&hellip;
Skills: Data analysis skills, Google Cloud Platform, E-commerce, SQL, Analysis skills"
632,Sr. Data Scientist,RAPID EAGLE INC,"Atlanta, GA",$160K - $180K (Employer est.),3.9,"Communicate complex concepts and findings effectively to both technical and non-technical audiences. Proficiency in modern data science tools and frameworks,…&hellip;
Skills: TensorFlow, CI/CD, Computer science, Kubernetes, Git"
633,Data scientist ( Clear scape analytics),Evolve ESolutions LLC,"Scottsdale, AZ",$60.00 - $65.00 Per Hour (Employer est.),-1,"Leverage Teradata Clearscape platform to develop, test, and deploy machine learning models that provide accurate financial forecasts.&hellip;
Skills: R, Analysis skills, Machine learning, Forecasting, Regression analysis"
634,Data Scientist / Senior Data Scientist,"Relentless Health, Inc.","Menlo Park, CA",$160K - $225K (Employer est.),-1,"A 4-year degree in a quantitative field such as statistics, math, computer science, physics, or engineering from an accredited college or university.&hellip;
Skills: Statistics, Big data, R, English, SQL"
635,Senior Data Scientist,Prolacta Bioscience,"Duarte, CA",$140K - $160K (Employer est.),3.3,"MS in Statistics, Computer Science, Data Science, Math or related field with 6+ years of relevant experience, or bachelor’s degree in these fields with 8+ years…&hellip;
Skills: Power BI, Data modeling, Microsoft Excel, SAS, R"
636,Data Scientist,TransUnion,"New York, NY",$68K - $113K (Employer est.),3.7,"You’ll help diagnose business needs, translate into questions that Transunion will answer, and architect data models to implement our solutions.&hellip;
Skills: Statistics, MATLAB, Web analytics, Data mining, Big data"
637,Data Scientist,Visa,"Atlanta, GA",$110K - $170K (Employer est.),3.8,"The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such…&hellip;
Skills: Microsoft Powerpoint, Microsoft Excel, Sales, Spark, R"
638,"Data Scientist, Remote",Experian,United States,-1,3.8,"Advanced degree in Machine Learning, Data Science, AI, Computer Science, or a related quantitative field. As a Data Scientist at the Experian Innovation Lab,…&hellip;
Skills: TensorFlow, Cassandra, Data structures, Spark, Data analysis skills"
